
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-211	1	ON External	20.000	ON	1013	8.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	-0.200	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.272	22.106	1003	100.000	20.950	53.391	22.874	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	-0.200	
Data	Smoothing:	3	
Date:	2022-05-18	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2022-05-18	16:32:40	0.00		271.33	---	---	---	21.886	---	---	---	1001.00	32.427	21.886	---	---	22.323	---	---	---	256.108	---	---	---	5.507	---	---	---	
2022-05-18	16:32:41	1.00		271.23	---	---	---	21.872	---	---	---	1001.01	32.427	21.872	---	---	22.331	---	---	---	256.118	---	---	---	5.524	---	---	---	
2022-05-18	16:32:42	2.00		271.22	---	---	---	21.871	---	---	---	1000.98	32.414	21.871	---	---	22.332	---	---	---	256.092	---	---	---	5.517	---	---	---	
2022-05-18	16:32:43	3.00		271.23	---	---	---	21.878	---	---	---	1000.99	32.414	21.878	---	---	22.329	---	---	---	256.110	---	---	---	5.511	---	---	---	
2022-05-18	16:32:44	4.00		271.15	---	---	---	21.900	---	---	---	1001.00	32.414	21.900	---	---	22.326	---	---	---	256.149	---	---	---	5.518	---	---	---	
2022-05-18	16:32:45	5.00		271.16	---	---	---	21.893	---	---	---	1001.04	32.414	21.893	---	---	22.328	---	---	---	256.162	---	---	---	5.523	---	---	---	
2022-05-18	16:32:46	6.00		271.27	---	---	---	21.886	---	---	---	1001.04	32.427	21.886	---	---	22.325	---	---	---	256.159	---	---	---	5.525	---	---	---	
2022-05-18	16:32:47	7.00		271.49	---	---	---	21.864	---	---	---	1001.08	32.439	21.864	---	---	22.322	---	---	---	256.123	---	---	---	5.497	---	---	---	
2022-05-18	16:32:48	8.00		271.50	---	---	---	21.866	---	---	---	1001.08	32.452	21.866	---	---	22.322	---	---	---	256.092	---	---	---	5.500	---	---	---	
2022-05-18	16:32:49	9.00		271.48	---	---	---	21.867	---	---	---	1001.06	32.439	21.867	---	---	22.323	---	---	---	256.096	---	---	---	5.515	---	---	---	
2022-05-18	16:32:50	10.00		271.21	---	---	---	21.873	---	---	---	1001.03	32.439	21.873	---	---	22.332	---	---	---	256.082	---	---	---	5.536	---	---	---	
2022-05-18	16:32:51	11.00		271.36	---	---	---	21.871	---	---	---	1000.98	32.439	21.871	---	---	22.326	---	---	---	256.135	---	---	---	5.534	---	---	---	
2022-05-18	16:32:52	12.00		271.45	---	---	---	21.871	---	---	---	1000.96	32.439	21.871	---	---	22.323	---	---	---	256.154	---	---	---	5.510	---	---	---	
2022-05-18	16:32:53	13.00		271.37	---	---	---	21.886	---	---	---	1000.99	32.427	21.886	---	---	22.321	---	---	---	256.177	---	---	---	5.503	---	---	---	
2022-05-18	16:32:54	14.00		270.99	---	---	---	21.902	---	---	---	1001.00	32.414	21.902	---	---	22.333	---	---	---	256.147	---	---	---	5.494	---	---	---	
2022-05-18	16:32:55	15.00		270.96	---	---	---	21.895	---	---	---	1001.06	32.414	21.895	---	---	22.336	---	---	---	256.129	---	---	---	5.502	---	---	---	
2022-05-18	16:32:56	16.00		271.05	---	---	---	21.888	---	---	---	1001.06	32.414	21.888	---	---	22.334	---	---	---	256.119	---	---	---	5.500	---	---	---	
2022-05-18	16:32:57	17.00		271.11	---	---	---	21.895	---	---	---	1001.07	32.414	21.895	---	---	22.329	---	---	---	256.161	---	---	---	5.517	---	---	---	
2022-05-18	16:32:58	18.00		271.01	---	---	---	21.909	---	---	---	1001.06	32.414	21.909	---	---	22.329	---	---	---	256.179	---	---	---	5.531	---	---	---	
2022-05-18	16:32:59	19.00		270.81	---	---	---	21.922	---	---	---	1001.04	32.414	21.922	---	---	22.334	---	---	---	256.193	---	---	---	5.529	---	---	---	
2022-05-18	16:33:00	20.00		270.91	---	---	---	21.915	---	---	---	1001.07	32.414	21.915	---	---	22.332	---	---	---	256.180	---	---	---	5.521	---	---	---	
2022-05-18	16:33:01	21.00		270.92	---	---	---	21.922	---	---	---	1001.06	32.414	21.922	---	---	22.329	---	---	---	256.183	---	---	---	5.510	---	---	---	
2022-05-18	16:33:02	22.00		271.13	---	---	---	21.900	---	---	---	1001.10	32.414	21.900	---	---	22.326	---	---	---	256.214	---	---	---	5.518	---	---	---	
2022-05-18	16:33:03	23.00		271.10	---	---	---	21.892	---	---	---	1001.09	32.414	21.892	---	---	22.330	---	---	---	256.215	---	---	---	5.506	---	---	---	
2022-05-18	16:33:04	24.00		271.05	---	---	---	21.877	---	---	---	1001.07	32.414	21.877	---	---	22.337	---	---	---	256.210	---	---	---	5.511	---	---	---	
2022-05-18	16:33:05	25.00		270.94	---	---	---	21.885	---	---	---	1001.03	32.414	21.885	---	---	22.340	---	---	---	256.213	---	---	---	5.517	---	---	---	
2022-05-18	16:33:06	26.00		270.83	---	---	---	21.886	---	---	---	1000.98	32.401	21.886	---	---	22.345	---	---	---	256.240	---	---	---	5.529	---	---	---	
2022-05-18	16:33:07	27.00		270.77	---	---	---	21.901	---	---	---	1000.98	32.388	21.901	---	---	22.342	---	---	---	256.239	---	---	---	5.511	---	---	---	
2022-05-18	16:33:08	28.00		270.90	---	---	---	21.894	---	---	---	1001.00	32.375	21.894	---	---	22.339	---	---	---	256.218	---	---	---	5.492	---	---	---	
2022-05-18	16:33:09	29.00		270.76	---	---	---	21.894	---	---	---	1001.05	32.375	21.894	---	---	22.345	---	---	---	256.238	---	---	---	5.485	---	---	---	
2022-05-18	16:33:10	30.00		270.90	---	---	---	21.886	---	---	---	1001.08	32.375	21.886	---	---	22.341	---	---	---	256.249	---	---	---	5.509	---	---	---	
