
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-211	1	ON External	20.000	ON	1013	32.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	-0.200	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.272	22.106	1003	100.000	20.950	53.391	22.874	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	-0.200	
Data	Smoothing:	3	
Date:	2022-06-18	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2022-06-18	14:12:34	0.00		280.08	---	---	---	22.267	---	---	---	995.00	59.839	22.267	---	---	20.253	---	---	---	224.331	---	---	---	5.495	---	---	---	
2022-06-18	14:12:35	1.00		280.24	---	---	---	22.281	---	---	---	995.01	59.849	22.281	---	---	20.243	---	---	---	224.253	---	---	---	5.496	---	---	---	
2022-06-18	14:12:36	2.00		280.26	---	---	---	22.280	---	---	---	994.98	59.849	22.280	---	---	20.242	---	---	---	224.236	---	---	---	5.487	---	---	---	
2022-06-18	14:12:37	3.00		280.35	---	---	---	22.273	---	---	---	994.93	59.859	22.273	---	---	20.241	---	---	---	224.189	---	---	---	5.489	---	---	---	
2022-06-18	14:12:38	4.00		280.11	---	---	---	22.273	---	---	---	994.92	59.869	22.273	---	---	20.250	---	---	---	224.170	---	---	---	5.478	---	---	---	
2022-06-18	14:12:39	5.00		280.46	---	---	---	22.266	---	---	---	994.96	59.879	22.266	---	---	20.238	---	---	---	224.103	---	---	---	5.483	---	---	---	
2022-06-18	14:12:40	6.00		280.45	---	---	---	22.287	---	---	---	994.97	59.879	22.287	---	---	20.232	---	---	---	224.062	---	---	---	5.478	---	---	---	
2022-06-18	14:12:41	7.00		280.79	---	---	---	22.281	---	---	---	994.95	59.879	22.281	---	---	20.221	---	---	---	224.037	---	---	---	5.476	---	---	---	
2022-06-18	14:12:42	8.00		280.63	---	---	---	22.288	---	---	---	994.93	59.879	22.288	---	---	20.225	---	---	---	223.971	---	---	---	5.485	---	---	---	
2022-06-18	14:12:43	9.00		280.75	---	---	---	22.281	---	---	---	994.93	59.879	22.281	---	---	20.223	---	---	---	223.974	---	---	---	5.498	---	---	---	
2022-06-18	14:12:44	10.00		280.80	---	---	---	22.280	---	---	---	994.93	59.879	22.280	---	---	20.221	---	---	---	223.958	---	---	---	5.505	---	---	---	
2022-06-18	14:12:45	11.00		280.77	---	---	---	22.280	---	---	---	994.94	59.879	22.280	---	---	20.222	---	---	---	223.963	---	---	---	5.498	---	---	---	
2022-06-18	14:12:46	12.00		280.91	---	---	---	22.281	---	---	---	994.98	59.879	22.281	---	---	20.216	---	---	---	223.955	---	---	---	5.516	---	---	---	
2022-06-18	14:12:47	13.00		280.80	---	---	---	22.281	---	---	---	994.97	59.879	22.281	---	---	20.220	---	---	---	223.905	---	---	---	5.511	---	---	---	
2022-06-18	14:12:48	14.00		281.03	---	---	---	22.287	---	---	---	994.95	59.879	22.287	---	---	20.209	---	---	---	223.894	---	---	---	5.505	---	---	---	
