
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-211	1	ON External	20.000	ON	1013	32.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	-0.200	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.272	22.106	1003	100.000	20.950	53.391	22.874	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	-0.200	
Data	Smoothing:	3	
Date:	2022-06-18	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2022-06-18	13:27:42	0.00		226.84	---	---	---	22.327	---	---	---	995.24	58.483	22.327	---	---	22.648	---	---	---	256.281	---	---	---	5.485	---	---	---	
2022-06-18	13:27:43	1.00		226.86	---	---	---	22.320	---	---	---	995.23	58.483	22.320	---	---	22.649	---	---	---	256.285	---	---	---	5.464	---	---	---	
2022-06-18	13:27:44	2.00		226.75	---	---	---	22.319	---	---	---	995.23	58.483	22.319	---	---	22.655	---	---	---	256.288	---	---	---	5.468	---	---	---	
2022-06-18	13:27:45	3.00		226.88	---	---	---	22.319	---	---	---	995.26	58.483	22.319	---	---	22.649	---	---	---	256.300	---	---	---	5.485	---	---	---	
2022-06-18	13:27:46	4.00		226.94	---	---	---	22.319	---	---	---	995.27	58.483	22.319	---	---	22.646	---	---	---	256.358	---	---	---	5.504	---	---	---	
2022-06-18	13:27:47	5.00		226.87	---	---	---	22.312	---	---	---	995.26	58.483	22.312	---	---	22.651	---	---	---	256.377	---	---	---	5.512	---	---	---	
2022-06-18	13:27:48	6.00		226.84	---	---	---	22.305	---	---	---	995.24	58.483	22.305	---	---	22.655	---	---	---	256.367	---	---	---	5.500	---	---	---	
2022-06-18	13:27:49	7.00		226.59	---	---	---	22.321	---	---	---	995.24	58.483	22.321	---	---	22.663	---	---	---	256.330	---	---	---	5.489	---	---	---	
2022-06-18	13:27:50	8.00		226.78	---	---	---	22.321	---	---	---	995.24	58.483	22.321	---	---	22.653	---	---	---	256.318	---	---	---	5.483	---	---	---	
2022-06-18	13:27:51	9.00		226.86	---	---	---	22.329	---	---	---	995.27	58.483	22.329	---	---	22.647	---	---	---	256.289	---	---	---	5.496	---	---	---	
2022-06-18	13:27:52	10.00		227.04	---	---	---	22.328	---	---	---	995.25	58.483	22.328	---	---	22.638	---	---	---	256.267	---	---	---	5.506	---	---	---	
2022-06-18	13:27:53	11.00		227.04	---	---	---	22.335	---	---	---	995.25	58.483	22.335	---	---	22.636	---	---	---	256.271	---	---	---	5.511	---	---	---	
