
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-210	1	ON External	20.000	ON	1013	34.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.480	22.358	1019	100.000	20.950	53.190	22.366	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	0.000	
Data	Smoothing:	3	
Date:	2021-11-18	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2021-11-18	14:06:03	0.00		220.32	---	---	---	22.264	---	---	---	1015.07	34.923	22.264	---	---	22.571	---	---	---	314.229	---	---	---	5.560	---	---	---	
2021-11-18	14:06:04	1.00		220.37	---	---	---	22.257	---	---	---	1015.07	34.923	22.257	---	---	22.570	---	---	---	314.244	---	---	---	5.556	---	---	---	
2021-11-18	14:06:05	2.00		220.31	---	---	---	22.264	---	---	---	1015.09	34.946	22.264	---	---	22.571	---	---	---	314.283	---	---	---	5.555	---	---	---	
2021-11-18	14:06:06	3.00		220.14	---	---	---	22.271	---	---	---	1015.09	34.923	22.271	---	---	22.578	---	---	---	314.282	---	---	---	5.545	---	---	---	
2021-11-18	14:06:07	4.00		220.23	---	---	---	22.264	---	---	---	1015.08	34.923	22.264	---	---	22.575	---	---	---	314.278	---	---	---	5.544	---	---	---	
2021-11-18	14:06:08	5.00		220.28	---	---	---	22.264	---	---	---	1015.07	34.923	22.264	---	---	22.573	---	---	---	314.239	---	---	---	5.544	---	---	---	
2021-11-18	14:06:09	6.00		220.44	---	---	---	22.264	---	---	---	1015.06	34.946	22.264	---	---	22.564	---	---	---	314.227	---	---	---	5.541	---	---	---	
2021-11-18	14:06:10	7.00		220.33	---	---	---	22.266	---	---	---	1015.08	34.946	22.266	---	---	22.570	---	---	---	314.223	---	---	---	5.554	---	---	---	
2021-11-18	14:06:11	8.00		220.34	---	---	---	22.260	---	---	---	1015.10	34.946	22.260	---	---	22.571	---	---	---	314.234	---	---	---	5.532	---	---	---	
2021-11-18	14:06:12	9.00		220.36	---	---	---	22.246	---	---	---	1015.09	34.946	22.246	---	---	22.574	---	---	---	314.262	---	---	---	5.539	---	---	---	
2021-11-18	14:06:13	10.00		220.63	---	---	---	22.252	---	---	---	1015.12	34.946	22.252	---	---	22.558	---	---	---	314.253	---	---	---	5.520	---	---	---	
2021-11-18	14:06:14	11.00		220.61	---	---	---	22.252	---	---	---	1015.13	34.946	22.252	---	---	22.559	---	---	---	314.261	---	---	---	5.549	---	---	---	
2021-11-18	14:06:15	12.00		220.53	---	---	---	22.265	---	---	---	1015.16	34.946	22.265	---	---	22.559	---	---	---	314.254	---	---	---	5.546	---	---	---	
2021-11-18	14:06:16	13.00		220.20	---	---	---	22.271	---	---	---	1015.13	34.946	22.271	---	---	22.575	---	---	---	314.238	---	---	---	5.557	---	---	---	
2021-11-18	14:06:17	14.00		220.23	---	---	---	22.280	---	---	---	1015.10	34.946	22.280	---	---	22.571	---	---	---	314.234	---	---	---	5.549	---	---	---	
2021-11-18	14:06:18	15.00		220.11	---	---	---	22.287	---	---	---	1015.07	34.946	22.287	---	---	22.575	---	---	---	314.207	---	---	---	5.549	---	---	---	
2021-11-18	14:06:19	16.00		220.23	---	---	---	22.281	---	---	---	1015.07	34.946	22.281	---	---	22.570	---	---	---	314.229	---	---	---	5.544	---	---	---	
2021-11-18	14:06:20	17.00		220.16	---	---	---	22.286	---	---	---	1015.07	34.946	22.286	---	---	22.572	---	---	---	314.234	---	---	---	5.556	---	---	---	
2021-11-18	14:06:21	18.00		220.31	---	---	---	22.272	---	---	---	1015.09	34.946	22.272	---	---	22.569	---	---	---	314.260	---	---	---	5.556	---	---	---	
2021-11-18	14:06:22	19.00		220.19	---	---	---	22.279	---	---	---	1015.12	34.946	22.279	---	---	22.573	---	---	---	314.234	---	---	---	5.566	---	---	---	
2021-11-18	14:06:23	20.00		220.34	---	---	---	22.265	---	---	---	1015.13	34.946	22.265	---	---	22.569	---	---	---	314.210	---	---	---	5.557	---	---	---	
2021-11-18	14:06:24	21.00		220.32	---	---	---	22.258	---	---	---	1015.09	34.946	22.258	---	---	22.572	---	---	---	314.159	---	---	---	5.557	---	---	---	
2021-11-18	14:06:25	22.00		220.34	---	---	---	22.252	---	---	---	1015.04	34.946	22.252	---	---	22.573	---	---	---	314.167	---	---	---	5.559	---	---	---	
2021-11-18	14:06:26	23.00		220.22	---	---	---	22.253	---	---	---	1015.07	34.946	22.253	---	---	22.579	---	---	---	314.206	---	---	---	5.549	---	---	---	
2021-11-18	14:06:27	24.00		220.43	---	---	---	22.253	---	---	---	1015.06	34.946	22.253	---	---	22.568	---	---	---	314.242	---	---	---	5.550	---	---	---	
2021-11-18	14:06:28	25.00		220.40	---	---	---	22.266	---	---	---	1015.09	34.946	22.266	---	---	22.566	---	---	---	314.246	---	---	---	5.553	---	---	---	
