
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-211	1	ON External	20.000	ON	1013	32.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	-0.200	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.272	22.106	1003	100.000	20.950	53.391	22.874	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	-0.200	
Data	Smoothing:	3	
Date:	2022-06-18	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2022-06-18	13:45:55	0.00		230.05	---	---	---	22.431	---	---	---	995.23	58.908	22.431	---	---	22.452	---	---	---	253.597	---	---	---	5.512	---	---	---	
2022-06-18	13:45:56	1.00		229.94	---	---	---	22.437	---	---	---	995.25	58.918	22.437	---	---	22.456	---	---	---	253.577	---	---	---	5.508	---	---	---	
2022-06-18	13:45:57	2.00		229.80	---	---	---	22.429	---	---	---	995.24	58.918	22.429	---	---	22.465	---	---	---	253.589	---	---	---	5.497	---	---	---	
2022-06-18	13:45:58	3.00		229.77	---	---	---	22.422	---	---	---	995.24	58.918	22.422	---	---	22.469	---	---	---	253.579	---	---	---	5.503	---	---	---	
2022-06-18	13:45:59	4.00		229.96	---	---	---	22.407	---	---	---	995.22	58.918	22.407	---	---	22.464	---	---	---	253.566	---	---	---	5.507	---	---	---	
2022-06-18	13:46:00	5.00		230.15	---	---	---	22.407	---	---	---	995.17	58.918	22.407	---	---	22.454	---	---	---	253.534	---	---	---	5.502	---	---	---	
2022-06-18	13:46:01	6.00		230.13	---	---	---	22.413	---	---	---	995.15	58.918	22.413	---	---	22.454	---	---	---	253.559	---	---	---	5.494	---	---	---	
2022-06-18	13:46:02	7.00		229.91	---	---	---	22.421	---	---	---	995.16	58.918	22.421	---	---	22.463	---	---	---	253.549	---	---	---	5.492	---	---	---	
2022-06-18	13:46:03	8.00		229.61	---	---	---	22.422	---	---	---	995.17	58.918	22.422	---	---	22.477	---	---	---	253.562	---	---	---	5.515	---	---	---	
2022-06-18	13:46:04	9.00		229.49	---	---	---	22.430	---	---	---	995.21	58.918	22.430	---	---	22.481	---	---	---	253.572	---	---	---	5.515	---	---	---	
2022-06-18	13:46:05	10.00		229.61	---	---	---	22.430	---	---	---	995.23	58.918	22.430	---	---	22.475	---	---	---	253.612	---	---	---	5.516	---	---	---	
2022-06-18	13:46:06	11.00		229.79	---	---	---	22.430	---	---	---	995.25	58.918	22.430	---	---	22.466	---	---	---	253.620	---	---	---	5.500	---	---	---	
2022-06-18	13:46:07	12.00		229.80	---	---	---	22.423	---	---	---	995.24	58.918	22.423	---	---	22.467	---	---	---	253.603	---	---	---	5.493	---	---	---	
2022-06-18	13:46:08	13.00		229.72	---	---	---	22.423	---	---	---	995.23	58.918	22.423	---	---	22.471	---	---	---	253.598	---	---	---	5.490	---	---	---	
2022-06-18	13:46:09	14.00		229.53	---	---	---	22.429	---	---	---	995.24	58.908	22.429	---	---	22.479	---	---	---	253.588	---	---	---	5.490	---	---	---	
2022-06-18	13:46:10	15.00		229.73	---	---	---	22.429	---	---	---	995.25	58.898	22.429	---	---	22.469	---	---	---	253.588	---	---	---	5.493	---	---	---	
2022-06-18	13:46:11	16.00		229.70	---	---	---	22.430	---	---	---	995.25	58.888	22.430	---	---	22.471	---	---	---	253.606	---	---	---	5.503	---	---	---	
2022-06-18	13:46:12	17.00		229.82	---	---	---	22.431	---	---	---	995.23	58.888	22.431	---	---	22.464	---	---	---	253.579	---	---	---	5.516	---	---	---	
2022-06-18	13:46:13	18.00		229.68	---	---	---	22.430	---	---	---	995.22	58.888	22.430	---	---	22.471	---	---	---	253.576	---	---	---	5.520	---	---	---	
2022-06-18	13:46:14	19.00		229.57	---	---	---	22.445	---	---	---	995.23	58.888	22.445	---	---	22.472	---	---	---	253.585	---	---	---	5.523	---	---	---	
2022-06-18	13:46:15	20.00		229.48	---	---	---	22.438	---	---	---	995.25	58.898	22.438	---	---	22.479	---	---	---	253.613	---	---	---	5.502	---	---	---	
2022-06-18	13:46:16	21.00		229.50	---	---	---	22.438	---	---	---	995.24	58.908	22.438	---	---	22.478	---	---	---	253.617	---	---	---	5.495	---	---	---	
2022-06-18	13:46:17	22.00		229.51	---	---	---	22.430	---	---	---	995.23	58.918	22.430	---	---	22.480	---	---	---	253.586	---	---	---	5.489	---	---	---	
2022-06-18	13:46:18	23.00		229.47	---	---	---	22.443	---	---	---	995.22	58.918	22.443	---	---	22.478	---	---	---	253.588	---	---	---	5.504	---	---	---	
2022-06-18	13:46:19	24.00		229.46	---	---	---	22.450	---	---	---	995.20	58.928	22.450	---	---	22.477	---	---	---	253.604	---	---	---	5.508	---	---	---	
2022-06-18	13:46:20	25.00		229.64	---	---	---	22.450	---	---	---	995.18	58.939	22.450	---	---	22.467	---	---	---	253.635	---	---	---	5.505	---	---	---	
2022-06-18	13:46:21	26.00		229.69	---	---	---	22.444	---	---	---	995.17	58.939	22.444	---	---	22.467	---	---	---	253.645	---	---	---	5.486	---	---	---	
2022-06-18	13:46:22	27.00		229.70	---	---	---	22.444	---	---	---	995.18	58.939	22.444	---	---	22.466	---	---	---	253.630	---	---	---	5.479	---	---	---	
2022-06-18	13:46:23	28.00		229.68	---	---	---	22.437	---	---	---	995.16	58.939	22.437	---	---	22.469	---	---	---	253.618	---	---	---	5.467	---	---	---	
2022-06-18	13:46:24	29.00		229.68	---	---	---	22.429	---	---	---	995.15	58.949	22.429	---	---	22.472	---	---	---	253.633	---	---	---	5.475	---	---	---	
2022-06-18	13:46:25	30.00		229.73	---	---	---	22.422	---	---	---	995.16	58.949	22.422	---	---	22.471	---	---	---	253.596	---	---	---	5.473	---	---	---	
2022-06-18	13:46:26	31.00		229.78	---	---	---	22.423	---	---	---	995.15	58.949	22.423	---	---	22.468	---	---	---	253.591	---	---	---	5.481	---	---	---	
2022-06-18	13:46:27	32.00		229.91	---	---	---	22.417	---	---	---	995.14	58.939	22.417	---	---	22.464	---	---	---	253.570	---	---	---	5.492	---	---	---	
2022-06-18	13:46:28	33.00		229.99	---	---	---	22.410	---	---	---	995.15	58.939	22.410	---	---	22.462	---	---	---	253.644	---	---	---	5.494	---	---	---	
2022-06-18	13:46:29	34.00		229.87	---	---	---	22.411	---	---	---	995.14	58.928	22.411	---	---	22.468	---	---	---	253.685	---	---	---	5.501	---	---	---	
2022-06-18	13:46:30	35.00		229.86	---	---	---	22.418	---	---	---	995.17	58.939	22.418	---	---	22.466	---	---	---	253.693	---	---	---	5.492	---	---	---	
2022-06-18	13:46:31	36.00		229.81	---	---	---	22.424	---	---	---	995.17	58.928	22.424	---	---	22.467	---	---	---	253.647	---	---	---	5.500	---	---	---	
2022-06-18	13:46:32	37.00		229.95	---	---	---	22.408	---	---	---	995.15	58.939	22.408	---	---	22.465	---	---	---	253.615	---	---	---	5.507	---	---	---	
2022-06-18	13:46:33	38.00		229.98	---	---	---	22.414	---	---	---	995.11	58.939	22.414	---	---	22.461	---	---	---	253.622	---	---	---	5.511	---	---	---	
2022-06-18	13:46:34	39.00		230.06	---	---	---	22.422	---	---	---	995.07	58.939	22.422	---	---	22.455	---	---	---	253.623	---	---	---	5.519	---	---	---	
2022-06-18	13:46:35	40.00		229.97	---	---	---	22.430	---	---	---	995.10	58.928	22.430	---	---	22.457	---	---	---	253.629	---	---	---	5.511	---	---	---	
2022-06-18	13:46:36	41.00		229.96	---	---	---	22.416	---	---	---	995.15	58.918	22.416	---	---	22.462	---	---	---	253.644	---	---	---	5.509	---	---	---	
2022-06-18	13:46:37	42.00		229.91	---	---	---	22.401	---	---	---	995.15	58.918	22.401	---	---	22.469	---	---	---	253.670	---	---	---	5.499	---	---	---	
