
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-211	1	ON External	20.000	ON	1013	32.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	-0.200	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.272	22.106	1003	100.000	20.950	53.391	22.874	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	-0.200	
Data	Smoothing:	3	
Date:	2022-06-13	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2022-06-13	16:19:36	0.00		237.90	---	---	---	22.284	---	---	---	1012.95	56.720	22.284	---	---	22.101	---	---	---	254.787	---	---	---	5.505	---	---	---	
2022-06-13	16:19:37	1.00		237.83	---	---	---	22.294	---	---	---	1012.97	56.728	22.294	---	---	22.102	---	---	---	254.760	---	---	---	5.509	---	---	---	
2022-06-13	16:19:38	2.00		237.84	---	---	---	22.286	---	---	---	1012.95	56.728	22.286	---	---	22.104	---	---	---	254.764	---	---	---	5.512	---	---	---	
2022-06-13	16:19:39	3.00		238.14	---	---	---	22.267	---	---	---	1012.94	56.728	22.267	---	---	22.095	---	---	---	254.750	---	---	---	5.509	---	---	---	
2022-06-13	16:19:40	4.00		238.34	---	---	---	22.244	---	---	---	1012.93	56.728	22.244	---	---	22.093	---	---	---	254.793	---	---	---	5.490	---	---	---	
2022-06-13	16:19:41	5.00		238.46	---	---	---	22.238	---	---	---	1012.91	56.728	22.238	---	---	22.088	---	---	---	254.795	---	---	---	5.477	---	---	---	
2022-06-13	16:19:42	6.00		238.32	---	---	---	22.246	---	---	---	1012.89	56.728	22.246	---	---	22.093	---	---	---	254.809	---	---	---	5.475	---	---	---	
2022-06-13	16:19:43	7.00		238.07	---	---	---	22.263	---	---	---	1012.90	56.728	22.263	---	---	22.100	---	---	---	254.805	---	---	---	5.488	---	---	---	
2022-06-13	16:19:44	8.00		237.61	---	---	---	22.318	---	---	---	1012.88	56.728	22.318	---	---	22.105	---	---	---	254.825	---	---	---	5.502	---	---	---	
2022-06-13	16:19:45	9.00		237.47	---	---	---	22.333	---	---	---	1012.87	56.728	22.333	---	---	22.108	---	---	---	254.830	---	---	---	5.502	---	---	---	
2022-06-13	16:19:46	10.00		237.64	---	---	---	22.307	---	---	---	1012.90	56.728	22.307	---	---	22.108	---	---	---	254.838	---	---	---	5.494	---	---	---	
